PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.KeyMgmt.CN01.AR01;When a key version is scheduled for deletion or disabled, an alert MUST be generated within five minutes.;Logging and Metrics Publication;Controls that collect, alert, and retain key-management events.;CCC.KeyMgmt.CN01 Alert on Key-version Changes;;Generate near-real-time alerts when a KMS key version is disabled or scheduled for deletion, enabling rapid investigation and recovery.;['tlp-amber', 'tlp-red'];Use native event services (e.g., CloudWatch Events, Azure Monitor, Cloud Audit Logs) to route notifications to an incident-response channel.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.KeyMgmt.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['RS.AN-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['IR-5']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN06.AR01;When more than 10 percent of targets change from healthy to unhealthy within five minutes, an alert MUST be issued.;Logging & Monitoring;Controls that detect anomalous traffic and record load-balancer activity. ;CCC.LB.CN06 Secure Health-Check Telemetry;;Monitor health-check endpoints for tampering and alert on abnormal status changes.;['tlp-green', 'tlp-amber', 'tlp-red'];Instrument metrics for health check results and target removal events. Configure monitoring alarms to alert on abnormal spikes in unhealthy targets. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH05']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-2']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN04.AR01;When routing weights change, the request MUST originate from an explicitly defined and trusted identity and MUST be logged.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN04 Enforce Distribution Policies;;Ensure traffic-splitting weights and algorithms are modified only by trusted identities.;['tlp-green', 'tlp-amber', 'tlp-red'];Define a list of trusted principals allowed to modify routing configurations. Enforce via conditional access policies, and log changes using audit logging. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN07.AR01;When an audit log event is recorded that corresponds to a modification of the logging service configuration such as disabling a log trail, deleting a log sink, or altering a log forwarding rule, an alert MUST be generated.;Logging and Monitoring;Controls that collect, alert, and retain logging-related events. ;CCC.Logging.CN07 Detect and Alert on Log Service Tampering;;Alert when any component of the critical logging infrastructure is disabled, modified, or deleted, indicating a defense evasion attempt.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH16']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'CA-7', 'AU-6']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Monitor.CN01.AR01;When an External Monitoring system exceeds the anticipated rate of monitoring checks then Rate Limiting MUST be applied and an Audit Alert MUST be generated.;Logging & Monitoring;Controls that collect, alert, and retain events from other monitoring services.;CCC.Monitor.CN01 Rate Limiting on External Monitoring;;Prevent DoS attacks using External Monitoring tools.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Monitor.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.IR-01', 'DE.CM-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-5', 'SC-7']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN07.AR02;When enumeration activities are detected, the service MUST log the client identity, time, and nature of the activity.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN07 Alert on Unusual Enumeration Activity;;Ensure that logs and associated alerts are generated when unusual enumeration activity is detected that may indicate reconnaissance activities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Implement logging mechanisms to capture details of enumeration activities, including client identity, timestamps, and activity nature. Retain logs according to organizational policies, and occasionally review them for patterns that may indicate reconnaissance activities. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH15']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-1']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-05', 'SEF-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-6']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.AuditLog.CN03.AR02;When an attempt is made to alter the retention or object lock status of an external data log source or bucket, then an alert MUST be generated.;Integrity;Controls designed to protected the integrity of Audit Log data.;CCC.AuditLog.CN03 Alert On Audit Log Changes And Access;;Ensure that specific alerts have been configured to detect changes in audit log configuration such as disabling exporting of logs. Alerts MUST also be created to detect changes in retention/object lock policies for exported data log sources/buckets.;['tlp-red', 'tlp-amber'];Ensure alerting is correctly configured ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH07']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-5', 'AU-6']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.KeyMgmt.CN01.AR01;When a key version is scheduled for deletion or disabled, an alert MUST be generated within five minutes.;Logging and Metrics Publication;Controls that collect, alert, and retain key-management events.;CCC.KeyMgmt.CN01 Alert on Key-version Changes;;Generate near-real-time alerts when a KMS key version is disabled or scheduled for deletion, enabling rapid investigation and recovery.;['tlp-amber', 'tlp-red'];Use native event services (e.g., CloudWatch Events, Azure Monitor, Cloud Audit Logs) to route notifications to an incident-response channel.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.KeyMgmt.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['RS.AN-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['IR-5']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN06.AR01;When more than 10 percent of targets change from healthy to unhealthy within five minutes, an alert MUST be issued.;Logging & Monitoring;Controls that detect anomalous traffic and record load-balancer activity. ;CCC.LB.CN06 Secure Health-Check Telemetry;;Monitor health-check endpoints for tampering and alert on abnormal status changes.;['tlp-green', 'tlp-amber', 'tlp-red'];Instrument metrics for health check results and target removal events. Configure monitoring alarms to alert on abnormal spikes in unhealthy targets. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH05']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-2']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.LB.CN04.AR01;When routing weights change, the request MUST originate from an explicitly defined and trusted identity and MUST be logged.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources. ;CCC.LB.CN04 Enforce Distribution Policies;;Ensure traffic-splitting weights and algorithms are modified only by trusted identities.;['tlp-green', 'tlp-amber', 'tlp-red'];Define a list of trusted principals allowed to modify routing configurations. Enforce via conditional access policies, and log changes using audit logging. ;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Logging.CN07.AR01;When an audit log event is recorded that corresponds to a modification of the logging service configuration such as disabling a log trail, deleting a log sink, or altering a log forwarding rule, an alert MUST be generated.;Logging and Monitoring;Controls that collect, alert, and retain logging-related events. ;CCC.Logging.CN07 Detect and Alert on Log Service Tampering;;Alert when any component of the critical logging infrastructure is disabled, modified, or deleted, indicating a defense evasion attempt.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH16']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.CM-03', 'DE.CM-09']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SI-4', 'CA-7', 'AU-6']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Monitor.CN01.AR01;When an External Monitoring system exceeds the anticipated rate of monitoring checks then Rate Limiting MUST be applied and an Audit Alert MUST be generated.;Logging & Monitoring;Controls that collect, alert, and retain events from other monitoring services.;CCC.Monitor.CN01 Rate Limiting on External Monitoring;;Prevent DoS attacks using External Monitoring tools.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Monitor.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.IR-01', 'DE.CM-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-5', 'SC-7']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-3']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-2', 'AU-3', 'AU-12']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;4db9fc14-989b-40b7-be4d-5bde1c4d991a;global;2026-04-07 15:21:07.449768;CCC.Core.CN07.AR02;When enumeration activities are detected, the service MUST log the client identity, time, and nature of the activity.;Logging & Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements. ;CCC.Core.CN07 Alert on Unusual Enumeration Activity;;Ensure that logs and associated alerts are generated when unusual enumeration activity is detected that may indicate reconnaissance activities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];Implement logging mechanisms to capture details of enumeration activities, including client identity, timestamps, and activity nature. Retain logs according to organizational policies, and occasionally review them for patterns that may indicate reconnaissance activities. ;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.TH15']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['DE.AE-1']}, {'ReferenceId': 'CCM', 'Identifiers': ['LOG-05', 'SEF-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AU-6']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1.;/subscriptions/4db9fc14-989b-40b7-be4d-5bde1c4d991a;Azure subscription 1;monitor_alert_create_update_public_ip_address_rule;False
